timestamp_iso,timestamp_unix,type,severity,metric_name,value,unit,deviation_std,is_anomaly,message,block_number,tx_hash,details
2026-01-27T07:36:11Z,1769499371,BLOCK_TIME_NORMAL,info,block_interval,9.209,ms,-1.03,False,,,,
2026-01-27T07:43:11Z,1769499791,GAS_NORMAL,info,gas_per_second,2052.72,MGas/s,0.13,False,,,,
2026-01-27T07:43:11Z,1769499791,TPS_NORMAL,info,tps,21.06,K TPS,0.11,False,,,,
2026-01-27T07:43:11Z,1769499791,BLOCK_TIME_NORMAL,info,block_interval,9.197,ms,-1.14,False,,,,
2026-01-27T07:50:11Z,1769500211,GAS_NORMAL,info,gas_per_second,2053.36,MGas/s,0.14,False,,,,
2026-01-27T07:50:11Z,1769500211,TPS_NORMAL,info,tps,21.07,K TPS,0.12,False,,,,
2026-01-27T07:50:11Z,1769500211,BLOCK_TIME_NORMAL,info,block_interval,9.203,ms,-1.09,False,,,,
2026-01-27T07:57:11Z,1769500631,GAS_NORMAL,info,gas_per_second,2054.17,MGas/s,0.17,False,,,,
2026-01-27T07:57:11Z,1769500631,TPS_NORMAL,info,tps,21.08,K TPS,0.14,False,,,,
2026-01-27T07:57:11Z,1769500631,BLOCK_TIME_NORMAL,info,block_interval,9.223,ms,-0.9,False,,,,
2026-01-27T08:04:11Z,1769501051,GAS_NORMAL,info,gas_per_second,2057.18,MGas/s,0.25,False,,,,
2026-01-27T08:04:11Z,1769501051,TPS_NORMAL,info,tps,21.11,K TPS,0.19,False,,,,
2026-01-27T08:04:11Z,1769501051,BLOCK_TIME_NORMAL,info,block_interval,9.21,ms,-1.02,False,,,,
2026-01-27T08:11:11Z,1769501471,GAS_NORMAL,info,gas_per_second,2054.8,MGas/s,0.18,False,,,,
2026-01-27T08:11:11Z,1769501471,TPS_NORMAL,info,tps,21.09,K TPS,0.15,False,,,,
2026-01-27T08:11:11Z,1769501471,BLOCK_TIME_NORMAL,info,block_interval,9.216,ms,-0.96,False,,,,
2026-01-27T08:18:11Z,1769501891,GAS_NORMAL,info,gas_per_second,2054.02,MGas/s,0.16,False,,,,
2026-01-27T08:18:11Z,1769501891,TPS_NORMAL,info,tps,21.08,K TPS,0.14,False,,,,
2026-01-27T08:18:11Z,1769501891,BLOCK_TIME_NORMAL,info,block_interval,9.213,ms,-0.99,False,,,,
2026-01-27T08:25:11Z,1769502311,GAS_NORMAL,info,gas_per_second,2053.79,MGas/s,0.16,False,,,,
2026-01-27T08:25:11Z,1769502311,TPS_NORMAL,info,tps,21.07,K TPS,0.13,False,,,,
2026-01-27T08:25:11Z,1769502311,BLOCK_TIME_NORMAL,info,block_interval,9.2,ms,-1.11,False,,,,
2026-01-27T08:32:11Z,1769502731,GAS_NORMAL,info,gas_per_second,2054.64,MGas/s,0.18,False,,,,
2026-01-27T08:32:11Z,1769502731,TPS_NORMAL,info,tps,21.08,K TPS,0.15,False,,,,
2026-01-27T08:32:11Z,1769502731,BLOCK_TIME_NORMAL,info,block_interval,9.205,ms,-1.07,False,,,,
2026-01-27T08:39:11Z,1769503151,GAS_NORMAL,info,gas_per_second,2054.15,MGas/s,0.17,False,,,,
2026-01-27T08:39:11Z,1769503151,TPS_NORMAL,info,tps,21.08,K TPS,0.14,False,,,,
2026-01-27T08:39:11Z,1769503151,BLOCK_TIME_NORMAL,info,block_interval,9.206,ms,-1.06,False,,,,
2026-01-27T08:46:11Z,1769503571,GAS_NORMAL,info,gas_per_second,2055.1,MGas/s,0.19,False,,,,
2026-01-27T08:46:11Z,1769503571,TPS_NORMAL,info,tps,21.08,K TPS,0.14,False,,,,
2026-01-27T08:46:11Z,1769503571,BLOCK_TIME_NORMAL,info,block_interval,9.214,ms,-0.99,False,,,,
2026-01-27T08:53:11Z,1769503991,GAS_NORMAL,info,gas_per_second,2053.83,MGas/s,0.16,False,,,,
2026-01-27T08:53:11Z,1769503991,TPS_NORMAL,info,tps,21.07,K TPS,0.13,False,,,,
2026-01-27T08:53:11Z,1769503991,BLOCK_TIME_NORMAL,info,block_interval,9.206,ms,-1.06,False,,,,
2026-01-27T09:00:11Z,1769504411,GAS_NORMAL,info,gas_per_second,2053.52,MGas/s,0.15,False,,,,
2026-01-27T09:00:11Z,1769504411,TPS_NORMAL,info,tps,21.07,K TPS,0.13,False,,,,
2026-01-27T09:00:11Z,1769504411,BLOCK_TIME_NORMAL,info,block_interval,9.214,ms,-0.99,False,,,,
2026-01-27T09:07:11Z,1769504831,GAS_NORMAL,info,gas_per_second,2053.85,MGas/s,0.16,False,,,,
2026-01-27T09:07:11Z,1769504831,TPS_NORMAL,info,tps,21.07,K TPS,0.13,False,,,,
2026-01-27T09:07:11Z,1769504831,BLOCK_TIME_NORMAL,info,block_interval,9.207,ms,-1.05,False,,,,
2026-01-27T09:14:11Z,1769505251,GAS_NORMAL,info,gas_per_second,2054.39,MGas/s,0.17,False,,,,
2026-01-27T09:14:11Z,1769505251,TPS_NORMAL,info,tps,21.08,K TPS,0.14,False,,,,
2026-01-27T09:14:11Z,1769505251,BLOCK_TIME_NORMAL,info,block_interval,9.198,ms,-1.13,False,,,,
2026-01-27T09:21:11Z,1769505671,GAS_NORMAL,info,gas_per_second,2056.43,MGas/s,0.23,False,,,,
2026-01-27T09:21:11Z,1769505671,TPS_NORMAL,info,tps,21.09,K TPS,0.17,False,,,,
2026-01-27T09:21:11Z,1769505671,BLOCK_TIME_NORMAL,info,block_interval,9.22,ms,-0.93,False,,,,
2026-01-27T09:28:11Z,1769506091,GAS_NORMAL,info,gas_per_second,2055.47,MGas/s,0.2,False,,,,
2026-01-27T09:28:11Z,1769506091,TPS_NORMAL,info,tps,21.08,K TPS,0.14,False,,,,
2026-01-27T09:28:11Z,1769506091,BLOCK_TIME_NORMAL,info,block_interval,9.215,ms,-0.97,False,,,,
2026-01-27T09:35:11Z,1769506511,GAS_NORMAL,info,gas_per_second,2055.16,MGas/s,0.19,False,,,,
2026-01-27T09:35:11Z,1769506511,TPS_NORMAL,info,tps,21.07,K TPS,0.13,False,,,,
2026-01-27T09:35:11Z,1769506511,BLOCK_TIME_NORMAL,info,block_interval,9.21,ms,-1.03,False,,,,
